Entity,Code,Year,"Age-standardized deaths that are from malignant neoplasms per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from cardiovascular diseases per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from respiratory infections per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from infectious and parasitic diseases per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from digestive diseases per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from unintentional injuries per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from intentional injuries per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from neuropsychiatric conditions per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from respiratory diseases per 100,000 people, in both sexes aged all ages"
Costa Rica,CRI,1972,148.15709,279.4574,72.40113,86.38222,40.094948,48.68234,8.754366,14.675581,29.905283
Costa Rica,CRI,1973,125.31415,236.36191,42.634037,68.79372,38.159225,46.27167,8.100137,15.526704,36.492016
Costa Rica,CRI,1974,133.92552,233.48456,46.26716,50.597054,38.389263,53.523834,9.924417,14.654842,33.5353
Costa Rica,CRI,1975,139.62772,228.65973,48.388054,49.471992,37.802483,54.912983,11.9935875,14.270184,39.39264
Costa Rica,CRI,1976,137.26794,224.36496,38.86909,36.457436,37.000637,54.944645,14.488848,12.812725,36.927883
Costa Rica,CRI,1977,135.65892,208.60408,35.063835,29.508226,35.047855,54.840237,10.85047,15.844787,37.213917
Costa Rica,CRI,1978,135.67294,213.9582,27.948849,23.594452,35.902657,58.978424,9.580149,12.469434,32.72524
Costa Rica,CRI,1979,139.51201,224.00447,25.691769,24.171574,32.999607,54.41271,9.168011,13.411243,35.00945
Costa Rica,CRI,1980,134.83418,229.84787,33.12246,20.22458,36.30867,55.1436,12.695994,10.132677,43.98421
Costa Rica,CRI,1981,140.78291,221.87614,29.453876,22.762115,34.268345,45.123478,10.8273325,9.6320095,34.922756
Costa Rica,CRI,1982,155.2706,249.83897,21.58718,23.388033,33.085995,43.911205,10.729456,12.111325,45.871006
Costa Rica,CRI,1983,127.1226,188.29242,17.722849,21.303953,26.533855,33.490345,10.572304,10.330936,41.535454
Costa Rica,CRI,1984,155.74898,255.44699,23.047977,23.97738,32.241776,42.744476,10.762948,11.653997,50.523975
Costa Rica,CRI,1985,162.28827,261.38452,24.790874,21.856913,29.63685,47.266228,11.148113,11.66154,63.01671
Costa Rica,CRI,1986,158.2833,250.92444,24.41545,22.631487,33.816658,42.811657,10.655018,12.775626,58.04224
Costa Rica,CRI,1987,163.60843,239.74498,21.963509,18.852066,35.88981,45.814526,10.329526,12.216846,59.742268
Costa Rica,CRI,1988,165.91748,258.84613,23.692818,20.165901,36.764774,45.95664,10.704868,10.5933695,61.765965
Costa Rica,CRI,1989,156.88974,243.21155,21.101149,20.076717,39.84324,45.49266,11.238951,10.582521,60.530273
Costa Rica,CRI,1990,133.15143,208.702,21.339071,20.200605,30.27892,40.40953,10.979454,11.464935,51.599766
Costa Rica,CRI,1991,135.77254,223.16454,23.568888,16.729473,35.65149,37.792465,9.21315,11.569304,49.251606
Costa Rica,CRI,1992,140.87856,236.68306,24.59185,14.232403,38.255093,44.760155,10.899364,12.390411,47.034912
Costa Rica,CRI,1993,138.47368,234.9676,24.605198,14.163664,41.351543,42.417652,11.67738,11.814668,44.02959
Costa Rica,CRI,1994,135.84209,237.06326,26.276714,15.400328,41.004585,47.385876,11.479625,13.667232,47.860306
Costa Rica,CRI,1995,135.47946,228.46338,31.447372,17.447449,43.610046,44.58836,11.785165,11.611263,52.097023
Costa Rica,CRI,1996,116.752716,184.41856,21.506405,13.788895,35.61776,33.66388,12.066047,9.995907,39.489185
Costa Rica,CRI,1997,109.405205,166.58516,18.761465,17.733572,34.55029,35.27622,11.226317,11.700191,43.926582
Costa Rica,CRI,1998,110.541,164.33434,19.745388,15.815455,35.559288,34.861958,12.325966,10.157172,45.87886
Costa Rica,CRI,1999,110.20151,171.11966,17.09801,14.846384,36.26483,35.89853,12.750446,11.052219,41.196983
Costa Rica,CRI,2000,104.84581,169.33978,14.963272,13.422133,35.03633,35.566948,12.745618,9.932684,38.032825
Costa Rica,CRI,2001,110.777054,166.18573,14.035571,13.998047,33.03113,33.776695,11.207893,12.252657,38.460155
Costa Rica,CRI,2002,99.0551,146.80995,11.271503,12.453496,33.87984,33.195244,12.650688,12.213453,30.075531
Costa Rica,CRI,2003,103.93868,139.95476,13.396578,11.963687,33.947197,32.813625,14.744935,12.250476,35.020023
Costa Rica,CRI,2004,103.856186,142.41058,13.156061,11.42045,33.72661,33.875587,14.056467,15.1020155,33.9051
Costa Rica,CRI,2005,94.57868,130.2183,11.620074,11.369188,29.631464,30.603716,13.513284,13.682683,29.375237
Costa Rica,CRI,2006,95.384415,130.8118,9.525707,10.379517,31.073711,32.42603,15.427608,16.548342,27.740494
Costa Rica,CRI,2007,88.07404,122.67919,10.569392,8.83189,29.953707,30.490427,12.003098,14.852548,26.972729
Costa Rica,CRI,2008,85.75427,116.28164,8.567872,8.53895,28.572845,29.986317,14.261824,17.102743,23.660507
Costa Rica,CRI,2009,85.61781,114.91408,8.749604,8.519239,29.388704,26.229822,14.843208,14.542142,23.161247
Costa Rica,CRI,2010,97.45701,128.15616,11.429588,9.559705,31.572287,29.315067,16.930391,15.951381,28.093967
Costa Rica,CRI,2011,92.28882,118.67789,9.491193,9.023837,30.117165,27.264574,15.790805,15.955547,23.355581
Costa Rica,CRI,2012,90.653725,119.38208,10.369006,8.3994055,27.967327,27.574913,13.581475,16.42592,22.98232
Costa Rica,CRI,2013,90.574905,110.57931,11.322349,8.245914,28.83642,24.415417,13.651574,16.29148,21.853292
Costa Rica,CRI,2014,89.3118,113.701164,11.895649,8.29005,28.65362,26.808506,14.075849,16.296022,23.05843
Costa Rica,CRI,2020,86.60333,85.3978,42.62545,7.6531157,23.162094,21.369572,16.28155,22.266933,17.559883
Costa Rica,CRI,2019,95.92034,109.81276,15.866524,10.084217,29.747202,29.509998,17.245686,27.46691,23.854404
Costa Rica,CRI,2018,89.545425,102.09066,15.276724,9.14618,30.320356,28.141735,18.285847,19.276834,20.62844
Costa Rica,CRI,2017,85.985214,98.8513,14.152871,8.690811,29.404537,28.83961,15.974433,17.84456,21.879904
Costa Rica,CRI,2016,87.47788,101.24894,15.402777,8.914079,30.383566,32.035416,16.71307,17.471073,23.612345
Costa Rica,CRI,2015,87.528,104.175285,13.625241,8.726053,29.279036,28.331514,16.463022,16.3893,21.151585
Croatia,HRV,1985,152.59348,437.3837,23.235817,9.554352,42.871235,51.261208,21.520855,10.578903,25.622887
Croatia,HRV,1986,149.55385,436.93677,19.343079,10.994119,39.95334,46.866707,21.172726,10.871963,19.098022
Croatia,HRV,1987,154.23486,439.62146,15.702748,10.779101,42.66389,52.768337,22.767689,12.037265,15.737739
Croatia,HRV,1988,160.28741,426.61044,10.536467,9.524503,46.204285,54.283424,21.976011,14.961095,14.531782
Croatia,HRV,1989,163.04518,424.15228,8.294299,10.187965,40.999588,53.446194,20.392332,13.991422,15.423845
Croatia,HRV,1990,164.43681,411.92282,8.245544,9.174989,39.962734,56.0812,22.307615,11.678104,13.398535
Croatia,HRV,1991,158.83984,393.18533,14.440029,7.7559776,42.656044,50.145412,88.55141,11.63532,14.252933
Croatia,HRV,1992,154.24228,371.96674,20.273655,8.179414,36.967815,50.490963,70.29044,9.452544,14.212811
Croatia,HRV,1993,157.9022,384.1862,18.112524,7.4958963,37.2264,45.040283,39.489113,8.540954,15.03426
Croatia,HRV,1994,156.92474,374.53223,17.091858,7.342455,37.700706,40.740395,26.754553,11.969354,16.72936
Croatia,HRV,1995,154.79195,363.42307,12.909166,6.877805,35.63276,38.24894,31.837347,14.836368,16.91272
Croatia,HRV,1996,168.75766,403.22278,14.371359,7.7219596,39.651344,37.607838,24.88838,15.3798685,16.907549
Croatia,HRV,1997,174.1986,407.84613,17.70625,7.923411,39.21431,37.152996,20.83545,14.765974,17.456646
Croatia,HRV,1998,183.17192,430.23212,18.514402,8.072896,42.29455,36.996395,23.033308,16.310968,17.076036
Croatia,HRV,1999,182.92978,424.1087,19.893667,8.640032,43.177643,33.010956,21.468838,17.385416,20.531645
Croatia,HRV,2000,190.19005,418.54465,14.437577,9.473428,41.83226,35.04014,20.564453,18.605848,18.146255
Croatia,HRV,2001,164.14919,360.32635,12.529889,8.365394,34.827118,30.766668,17.448694,16.832596,14.387963
Croatia,HRV,2002,164.28275,355.3682,13.812278,8.526375,34.08091,30.753014,16.523254,14.314429,14.25801
Croatia,HRV,2003,164.54932,367.73395,17.11369,7.161221,33.06651,32.836605,16.504593,13.869975,17.537222
Croatia,HRV,2004,160.99054,311.26816,19.716698,5.5240364,32.096188,31.392908,16.446676,16.160467,16.07396
Croatia,HRV,2005,163.25519,323.78583,21.397259,5.1557455,31.81722,31.58558,16.047695,18.622845,18.047756
Croatia,HRV,2006,161.0167,308.35083,14.577587,5.475619,30.671007,29.18371,15.257939,19.041025,15.1405735
Croatia,HRV,2007,159.24187,308.09537,12.796061,5.684715,30.90425,32.22557,14.261701,21.709738,17.910282
Croatia,HRV,2008,162.51595,296.92084,9.877388,4.9150777,31.598507,32.151897,14.56821,21.419529,15.576675
Croatia,HRV,2009,161.46028,285.24414,6.8077435,5.299711,30.773487,30.214674,14.270376,21.511269,18.062948
Croatia,HRV,2010,161.36238,273.45764,4.357437,4.7636137,30.353367,28.25863,13.980347,22.973644,16.675447
Croatia,HRV,2011,162.31435,258.43024,4.042297,3.8684871,28.059284,26.889948,12.487605,23.810873,17.517933
Croatia,HRV,2012,160.58134,252.61618,3.79571,4.202532,27.248491,27.8768,14.154246,25.589266,18.187437
Croatia,HRV,2013,160.63481,238.25114,3.8703482,3.8581917,25.280685,25.262018,13.154422,23.229914,17.779434
Croatia,HRV,2014,158.97446,231.17282,4.163843,4.360147,25.202318,23.558659,13.01705,23.187496,17.335295
Croatia,HRV,2020,142.09871,193.4958,46.280514,2.0600367,21.987015,21.694845,10.400362,28.86794,15.448119
Croatia,HRV,2019,146.68248,191.35922,3.756456,2.6843896,24.177717,24.197828,10.627292,28.553106,17.703718
Croatia,HRV,2017,152.90953,213.03223,9.975125,6.767316,25.177568,23.52214,11.705635,26.014357,18.3327
Croatia,HRV,2016,157.07742,214.64229,5.877694,5.6470823,23.296816,24.259558,12.495352,23.665037,16.844166
Croatia,HRV,2015,158.47499,242.89713,6.611787,4.784118,24.655485,25.493809,12.942894,27.466982,19.164484
Cuba,CUB,1964,147.51448,403.3683,39.64275,54.102436,38.894894,33.961006,20.043983,8.336669,9.753866
Cuba,CUB,1968,142.54932,431.89716,48.552845,49.50765,37.66244,37.41589,19.52899,7.245579,32.355495
Cuba,CUB,1969,138.65623,418.61948,60.905136,60.334873,32.802906,39.062393,17.444824,7.1601195,28.443077
Cuba,CUB,1970,132.1974,317.82535,47.154915,41.637203,27.819193,38.736816,18.760431,6.606074,22.186657
Cuba,CUB,1971,134.41275,303.51675,45.00299,38.13672,26.402905,35.230766,21.05698,5.795263,21.327526
Cuba,CUB,1972,135.32034,297.54596,41.669388,26.731146,24.581877,35.2945,21.37864,5.887838,21.573563
Cuba,CUB,1973,135.09114,318.8499,45.352554,26.242874,25.430391,34.32276,23.430454,5.641404,22.569956
Cuba,CUB,1974,133.48415,335.64023,56.446865,22.540325,25.687717,36.486988,25.319832,6.1349516,22.897957
Cuba,CUB,1975,132.48878,331.614,55.02284,20.475063,23.500126,39.228954,25.001173,5.695453,20.872831
Cuba,CUB,1976,140.17747,349.42407,59.535934,19.012241,22.659374,39.345016,25.390001,5.7003875,21.48625
Cuba,CUB,1977,140.76529,362.52094,62.240234,20.545227,25.897505,46.179375,25.566513,6.6475782,23.619871
Cuba,CUB,1978,132.69948,359.19736,63.42173,17.581987,23.83408,,,5.93486,22.68638
Cuba,CUB,1979,123.29723,304.66916,50.19894,14.347951,23.00719,,,9.040855,20.381105
Cuba,CUB,1980,127.04051,308.9989,49.235554,13.970105,23.37805,,,9.17217,23.688393
Cuba,CUB,1981,131.3289,326.4649,51.28614,17.334541,25.125834,,,9.317257,23.880438
Cuba,CUB,1982,130.68648,304.44626,49.95458,15.141849,24.18188,,,9.92071,23.913055
Cuba,CUB,1983,136.16801,321.46255,49.327038,15.133858,25.505833,,,9.672029,24.51003
Cuba,CUB,1984,129.11685,286.60342,40.836212,12.430781,23.104351,,,9.397707,21.227312
Cuba,CUB,1985,128.70671,307.6875,49.445084,14.725059,25.104382,,,11.229106,23.207386
Cuba,CUB,1986,130.525,300.36832,42.900642,11.202528,24.806273,,,11.085764,21.137218
Cuba,CUB,1987,125.69681,287.67743,41.133938,11.477355,24.167511,,,12.016247,21.531498
Cuba,CUB,1988,140.74095,322.3221,35.89024,11.917951,25.150484,,,15.164634,27.863968
Cuba,CUB,1989,127.42053,273.41165,21.98412,10.734485,23.104544,,,15.061228,23.336588
Cuba,CUB,1990,128.52005,281.8086,27.207598,11.679223,26.040884,,,17.737406,27.093132
Cuba,CUB,1991,126.718185,270.74377,28.363373,11.907901,26.57495,,,19.789524,24.596687
Cuba,CUB,1992,128.02823,276.5068,30.806547,12.456253,27.580471,48.263897,26.67215,24.147642,27.140564
Cuba,CUB,1993,124.78687,278.05496,36.09627,15.380847,29.208466,49.004013,28.241056,24.481194,31.621134
Cuba,CUB,1994,126.42118,274.41397,37.376663,15.1221285,27.153969,49.46775,27.619658,21.118956,28.202963
Cuba,CUB,1995,125.10463,272.43317,29.58435,14.486462,23.237177,49.23554,26.478598,19.665775,27.564848
Cuba,CUB,1996,126.817696,273.5071,35.3125,11.931914,23.141527,47.22718,23.486858,18.913387,31.015001
Cuba,CUB,1997,122.46945,242.34013,35.12639,10.735406,21.431614,43.26602,23.627367,18.03176,24.780073
Cuba,CUB,1998,124.4411,239.97388,33.64286,8.806647,22.332785,41.337074,24.098911,18.525166,24.515533
Cuba,CUB,1999,128.00513,240.26907,35.710213,7.827547,23.556057,39.80865,22.135368,19.13543,25.669046
Cuba,CUB,2000,125.492775,225.66106,33.829865,7.7765675,22.72543,37.224766,20.034986,19.5816,22.523457
Cuba,CUB,2001,126.42567,226.81714,44.758087,7.452454,21.87118,35.70355,18.373823,20.24615,21.633451
Cuba,CUB,2002,128.35693,203.88655,32.958958,6.5697417,19.672968,32.91612,18.109411,18.591486,17.550974
Cuba,CUB,2003,131.41956,208.50139,34.979378,6.594967,21.123268,31.499825,17.02818,20.906208,21.368786
Cuba,CUB,2004,131.15448,208.58325,36.779747,6.807323,21.110283,31.452126,17.156736,22.5172,22.54815
Cuba,CUB,2005,131.32085,217.06586,38.302444,8.126753,20.969034,32.05366,16.417526,24.630072,21.891386
Cuba,CUB,2006,132.34412,199.5867,32.75649,7.1327376,19.837128,28.086233,15.106429,21.231483,19.517439
Cuba,CUB,2007,133.41545,193.90698,30.211117,6.9218764,19.394285,27.922543,14.277292,22.856928,21.573105
Cuba,CUB,2008,135.48235,201.2191,29.907478,6.4223704,19.119745,28.822344,14.1744,26.282768,20.381948
Cuba,CUB,2009,133.72444,194.61469,27.177359,6.2436757,20.015556,29.26788,15.459648,28.139118,19.918682
Cuba,CUB,2010,135.72398,202.49342,26.798462,7.2331,20.74726,28.795172,15.310398,29.265095,19.59326
Cuba,CUB,2011,129.99408,180.24068,26.800135,7.190502,19.009113,27.301296,15.271089,26.170403,20.914196
Cuba,CUB,2012,131.569,179.08131,26.55469,7.8185635,20.573765,28.246584,15.57574,27.67488,19.741282
Cuba,CUB,2013,130.3867,177.95169,28.078623,8.748036,20.737251,28.44272,15.869575,28.911875,21.671125
Cuba,CUB,2014,132.20326,181.84674,28.701889,8.883439,21.29051,29.31688,14.893278,31.509777,21.615126
Cuba,CUB,2020,126.90512,192.6597,29.38843,7.722304,25.110928,26.387608,13.315926,33.23709,17.325403
Cuba,CUB,2019,125.31512,181.30461,37.008873,8.634995,24.546068,27.653925,13.230579,34.190414,21.988844
Cuba,CUB,2018,126.254326,179.1055,36.21248,8.243802,22.618132,29.699291,13.668737,34.34014,20.91345
Cuba,CUB,2017,129.49146,188.82724,36.278015,8.080644,22.992207,28.735949,14.48075,32.79889,23.006027
Cuba,CUB,2016,129.08481,175.76997,30.682295,8.5423975,21.746235,29.487217,14.092801,31.389603,21.791388
Cuba,CUB,2015,131.69644,181.1167,31.777437,8.287643,21.034262,29.714573,15.081082,33.78736,22.921955
Cyprus,CYP,1999,34.64929,150.66426,,2.5416262,4.4086275,11.188975,0.10377488,1.7096381,16.44217
Cyprus,CYP,2000,31.633715,177.823,,3.3351748,5.1610136,12.812823,1.2594573,1.5942789,18.1857
Cyprus,CYP,2004,92.58168,171.24675,7.8301845,4.4770107,15.187407,30.603428,2.1355784,12.141131,20.181856
Cyprus,CYP,2005,90.498474,174.50798,8.944778,5.497392,14.300688,43.525776,3.9743145,12.731261,20.141949
Cyprus,CYP,2006,88.4665,161.97072,7.633458,3.2956467,14.807937,25.388361,4.0549293,16.119846,18.772223
Cyprus,CYP,2007,93.49634,159.99689,7.0806174,5.4240046,12.483564,28.562849,3.5493462,17.324415,20.773724
Cyprus,CYP,2008,91.72489,150.01004,6.9406633,5.527077,11.597048,24.678837,5.865589,17.281294,18.849823
Cyprus,CYP,2009,92.39225,137.87968,7.480115,6.1482153,10.817349,23.463272,5.3257585,15.076237,20.302181
Cyprus,CYP,2010,87.00316,133.20065,5.484383,4.6154,12.876473,20.446213,4.5068927,14.9591,18.838045
Cyprus,CYP,2011,88.36821,141.3397,5.864418,6.086296,13.434562,16.32161,5.551382,17.772,18.283606
Cyprus,CYP,2012,90.950615,135.17795,5.1596737,6.1805925,10.58112,16.998022,6.0458436,19.129244,22.304379
Cyprus,CYP,2013,91.46,118.385185,4.6291213,6.315656,13.682331,17.960026,5.8799143,18.066082,21.815386
Cyprus,CYP,2014,90.68918,122.02325,4.376389,7.682031,13.835083,18.483873,5.553877,17.564314,22.258484
Cyprus,CYP,2020,95.1176,96.89648,11.379078,9.660168,11.893426,16.07708,4.7626705,27.029469,25.397976
Cyprus,CYP,2019,88.99595,93.192215,5.54677,11.476459,13.447582,17.632715,5.4124165,28.100857,27.921509
Cyprus,CYP,2018,90.08786,97.42582,4.2313666,9.424107,11.120403,18.197414,5.720783,27.649485,23.138784
Cyprus,CYP,2017,93.43426,112.09315,5.082916,9.179276,12.677781,16.433126,4.504253,25.75907,27.099775
Cyprus,CYP,2016,85.82652,107.337814,4.274447,7.903734,11.777381,15.397143,4.4100194,23.352768,23.613165
Cyprus,CYP,2015,92.92092,126.29488,4.6433253,9.399321,12.126593,15.984647,5.513813,24.995352,27.137354
Czechia,CZE,1986,196.73088,503.13138,22.950045,4.861623,35.062847,49.643673,19.440836,9.510153,29.84601
Czechia,CZE,1987,195.37575,489.44162,17.15554,3.85551,33.703297,49.22257,17.450563,9.292177,24.089603
Czechia,CZE,1988,199.28906,472.59738,17.499971,3.6901608,34.402115,46.68823,17.402214,9.329706,23.043915
Czechia,CZE,1989,197.18112,480.31158,16.443138,3.5895944,35.145824,46.488487,17.066427,9.918372,25.360981
Czechia,CZE,1990,199.49147,481.28708,14.606423,3.9876482,36.603527,49.860687,18.469055,10.158098,22.896053
Czechia,CZE,1991,198.32445,458.99915,16.117651,3.300782,34.137505,49.15943,17.837788,9.522295,19.53332
Czechia,CZE,1992,195.92613,440.13925,16.339008,3.339624,32.203484,48.259262,18.497215,8.340123,18.302841
Czechia,CZE,1993,194.15186,428.97513,14.648786,2.879552,29.786535,45.79965,18.18851,8.334106,17.642885
Czechia,CZE,1994,193.60364,417.57867,16.331543,3.2059174,31.433178,44.51186,17.63607,8.935615,14.322653
Czechia,CZE,1995,193.77795,416.60468,21.345436,2.4972796,30.506048,46.28288,16.186932,9.82413,11.885333
Czechia,CZE,1996,187.03755,394.632,20.392376,2.6155655,29.027649,42.149208,14.442268,9.802999,9.674998
Czechia,CZE,1997,185.47292,391.16827,17.556469,2.2445502,28.068623,41.404133,15.105096,10.802778,10.47537
Czechia,CZE,1998,182.8722,368.76755,14.161307,2.3842745,28.450827,36.04747,14.710784,10.699134,12.144084
Czechia,CZE,1999,181.70718,361.48184,16.589174,2.3231928,28.48219,35.874207,14.368835,10.786188,12.592479
Czechia,CZE,2000,182.00127,342.27258,16.602362,2.4987774,28.203205,35.981464,14.764549,11.825823,13.818848
Czechia,CZE,2001,178.25168,336.5012,15.050919,2.6575444,28.953873,34.530476,14.194433,13.349062,13.512828
Czechia,CZE,2002,178.54907,335.61566,15.185443,2.4201524,28.993841,35.245094,13.452582,14.387041,13.572272
Czechia,CZE,2003,178.817,338.78726,17.622322,2.5008814,29.85757,36.42834,14.933042,16.021797,14.309507
Czechia,CZE,2004,175.50693,316.61298,14.770817,2.630494,28.969957,33.321926,13.659971,15.274873,13.306874
Czechia,CZE,2005,166.0143,307.7241,18.211277,2.9120684,30.072933,30.121681,13.169833,16.404106,16.45954
Czechia,CZE,2006,162.30602,284.18994,17.616262,3.096861,28.929655,27.002745,11.799631,14.999274,13.940121
Czechia,CZE,2007,155.66115,272.68494,16.15323,4.468845,28.500143,28.297691,11.723752,10.308332,14.883306
Czechia,CZE,2008,153.25365,261.88007,15.804623,5.4752173,28.15715,27.443352,11.3066,10.416171,14.479836
Czechia,CZE,2009,150.55151,262.1858,17.69837,6.5266366,27.814081,25.052113,11.848819,9.256829,15.328225
Czechia,CZE,2010,149.02458,253.08017,17.426807,5.6658645,26.505545,25.124685,12.109378,8.870443,13.614229
Czechia,CZE,2011,142.34906,243.75755,12.433034,7.125628,25.260511,23.762135,12.99476,17.486912,15.566197
Czechia,CZE,2012,140.11974,238.45242,12.546874,8.300873,24.503946,21.956434,13.138152,19.497324,15.331145
Czechia,CZE,2013,136.21205,227.14525,12.78975,7.3841143,24.738558,20.951101,12.997156,20.426102,19.418915
Czechia,CZE,2014,133.36723,208.39964,11.118012,8.177587,23.747063,21.557226,11.935296,19.949558,16.985607
Czechia,CZE,2021,118.699265,182.69455,117.948105,9.195046,27.355467,16.921223,9.483448,25.784243,16.052515
Czechia,CZE,2020,123.05271,190.07057,56.728943,8.213425,25.226156,18.988428,9.449261,26.3201,16.456278
Czechia,CZE,2019,125.63644,182.1192,16.343304,7.711423,25.304823,20.257915,9.403924,24.127817,17.22418
Czechia,CZE,2018,125.983826,191.01944,16.697092,7.55222,24.738955,21.11921,10.783021,23.834883,17.795122
Czechia,CZE,2017,126.58335,197.51462,15.519163,9.059135,24.353903,19.757343,11.248852,23.069254,18.32258
Czechia,CZE,2016,129.17822,195.02919,13.692651,9.253332,23.118677,20.496927,10.519649,22.432522,17.618742
Czechia,CZE,2015,129.43094,213.09843,13.391869,9.090569,24.204704,22.271196,10.908741,22.624926,19.744537
Denmark,DNK,1951,163.6834,367.75583,42.884804,26.523935,34.42148,42.78185,23.615873,11.691334,7.192664
Denmark,DNK,1952,165.01785,411.8266,34.56371,30.727446,35.565422,42.12496,22.655376,15.292866,7.450308
Denmark,DNK,1953,169.18153,405.9786,33.50635,23.327036,34.268047,42.91359,24.304035,16.645538,7.289305
Denmark,DNK,1954,171.99954,405.8624,35.618305,18.461975,33.909935,44.552513,22.825203,14.995579,9.180869
Denmark,DNK,1955,168.10724,390.22806,25.096682,14.80602,31.321316,45.45929,22.62445,11.908611,6.58797
Denmark,DNK,1956,171.11772,389.35587,20.691193,14.459758,30.581388,43.035587,22.201195,12.174859,7.6845984
Denmark,DNK,1957,172.2193,407.29077,30.381653,13.231263,31.326363,43.688988,21.207922,12.149052,9.285869
Denmark,DNK,1958,171.73816,403.6757,22.343485,11.350873,30.643316,42.385998,20.26797,10.002008,8.224788
Denmark,DNK,1959,177.39917,375.82748,36.73357,12.167486,28.609241,43.741962,20.310692,10.146818,8.685123
Denmark,DNK,1960,173.49673,394.04718,33.03877,11.510267,30.478867,42.19513,19.454163,9.954953,8.6221485
Denmark,DNK,1961,174.73744,377.95306,26.460232,10.533539,27.697683,43.578476,15.944711,9.819585,10.364896
Denmark,DNK,1962,174.20824,386.80542,36.13146,10.200203,26.568066,44.636993,18.252321,9.464812,16.840015
Denmark,DNK,1963,177.47661,387.6631,26.653538,8.972689,27.741585,44.577213,18.558975,9.55382,14.939633
Denmark,DNK,1964,175.97133,393.12842,24.285236,8.9626875,27.98695,46.940937,19.726837,8.525303,15.92806
Denmark,DNK,1965,177.03882,399.68747,20.454216,8.6732855,25.215761,46.958942,18.368666,8.695746,14.602742
Denmark,DNK,1966,168.73315,419.93222,25.050632,8.8286,25.919819,45.234135,16.742363,6.8630176,17.722767
Denmark,DNK,1967,165.12642,390.03137,25.05347,7.513128,23.095568,41.896572,16.609245,8.003263,18.114557
Denmark,DNK,1968,164.04521,367.95468,28.432888,7.3482757,23.754934,43.53412,19.418072,8.442908,17.177147
Denmark,DNK,1969,166.60117,357.772,23.349897,6.603777,25.166414,44.656906,19.88668,9.416448,22.813913
Denmark,DNK,1970,165.49242,354.24753,21.949406,6.5254517,22.972178,42.782272,20.323517,10.421873,22.290365
Denmark,DNK,1971,172.02226,349.89322,19.071512,5.936393,23.158495,41.51228,23.4768,10.726048,21.493065
Denmark,DNK,1972,173.81157,351.99146,22.453632,5.7811484,23.681639,39.922398,22.30433,9.478905,22.280134
Denmark,DNK,1973,168.4574,351.23087,17.904848,5.3688936,23.051548,40.83474,22.577173,9.676231,22.069838
Denmark,DNK,1974,163.90637,343.57635,30.71343,5.3442745,22.697844,32.56424,24.023752,7.8295393,23.828917
Denmark,DNK,1975,165.92064,335.81543,26.06282,4.721526,22.641562,31.818787,22.38584,7.948275,20.871124
Denmark,DNK,1976,171.27635,343.05872,36.36519,4.5983157,21.910982,31.152702,22.16219,7.8436737,23.40325
Denmark,DNK,1977,168.4996,308.73703,20.952587,4.29361,21.111506,30.86214,22.466265,7.491816,21.356186
Denmark,DNK,1978,172.43622,317.6391,21.82187,4.745969,20.356884,32.04282,21.31411,8.614258,22.155315
Denmark,DNK,1979,175.09904,318.76138,22.865196,4.385752,21.921503,31.374416,24.422047,9.731161,22.938766
Denmark,DNK,1980,178.47801,312.8781,24.156937,3.8151653,22.660906,29.93612,29.67002,9.958121,25.391672
Denmark,DNK,1981,175.88434,311.41522,23.033648,4.1287804,21.414843,30.462673,27.753439,10.760499,25.252651
Denmark,DNK,1982,173.40996,296.30426,18.964453,3.6877012,21.437574,29.407951,26.907257,11.50668,25.464659
Denmark,DNK,1983,183.67668,294.18475,21.169636,3.7053456,20.72086,30.492205,25.770803,11.17868,25.153778
Denmark,DNK,1984,179.54301,288.09097,19.435638,3.43464,22.280367,31.290636,25.862617,12.282487,26.761438
Denmark,DNK,1985,178.10893,287.842,18.660675,4.3777156,23.605043,33.279106,25.244593,14.074639,30.914448
Denmark,DNK,1986,178.42699,282.08435,13.978905,5.181224,24.264889,31.256645,24.924303,12.8441515,31.019062
Denmark,DNK,1987,177.86627,277.51666,11.145346,4.904412,24.22994,33.128086,24.642853,13.718984,29.641768
Denmark,DNK,1988,180.58557,270.5908,11.630347,4.717142,23.660599,34.88769,22.947744,16.083075,30.226974
Denmark,DNK,1989,177.9542,264.34073,14.117491,6.1873074,25.123478,32.470303,23.254452,14.891463,30.239094
Denmark,DNK,1990,177.58614,269.24792,14.971889,7.01863,24.725578,29.532986,20.640375,16.874262,32.27957
Denmark,DNK,1991,175.25099,256.73367,13.934832,7.0526085,24.431004,29.998573,19.651966,15.762217,29.985083
Denmark,DNK,1992,175.87437,251.89778,15.058009,7.703279,25.263739,29.836798,18.977997,17.319214,30.551733
Denmark,DNK,1993,178.22075,253.38326,17.605005,8.63797,25.60612,29.9623,19.044163,19.320347,32.164463
Denmark,DNK,1994,179.98509,232.2613,15.568977,8.090434,29.338884,26.27496,16.459978,19.698418,33.09807
