Entity,Code,Year,"Age-standardized deaths that are from malignant neoplasms per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from cardiovascular diseases per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from respiratory infections per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from infectious and parasitic diseases per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from digestive diseases per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from unintentional injuries per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from intentional injuries per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from neuropsychiatric conditions per 100,000 people, in both sexes aged all ages","Age-standardized deaths that are from respiratory diseases per 100,000 people, in both sexes aged all ages"
Martinique,MTQ,2015,93.73421,74.329956,5.9391594,8.497489,13.7161665,23.144861,7.4964657,31.736702,8.290678
Mauritius,MUS,1961,72.988144,381.21603,63.614532,137.38107,33.811043,39.140617,5.8312063,22.367104,72.91383
Mauritius,MUS,1962,63.619236,323.78864,65.346565,107.55941,26.548494,33.67142,3.6935391,19.35466,73.69034
Mauritius,MUS,1963,72.92014,326.7833,136.45784,129.1892,31.250238,36.85881,4.496248,26.142063,77.6963
Mauritius,MUS,1964,67.31256,350.08936,68.10476,103.90926,37.248302,38.24292,6.3484454,22.71165,72.208
Mauritius,MUS,1965,70.97617,362.7233,62.074593,106.78161,24.809875,32.947678,7.785755,18.940058,58.415577
Mauritius,MUS,1966,73.45501,361.42624,114.90132,100.77731,27.943325,35.554302,9.422683,12.26607,71.32302
Mauritius,MUS,1967,71.92464,338.5122,69.90116,132.58473,33.451694,36.300953,6.0031514,12.545271,50.471043
Mauritius,MUS,1968,77.20834,342.8535,122.851135,121.698456,37.045517,38.36232,11.32324,18.215664,74.19072
Mauritius,MUS,1969,78.94359,347.84805,87.007195,148.63754,37.29722,43.580772,5.2241282,12.710527,78.22612
Mauritius,MUS,1970,80.25035,383.63013,113.83255,105.52468,34.283077,47.07835,5.9637766,13.397793,92.19643
Mauritius,MUS,1971,65.208534,403.19955,114.87971,95.4904,37.390984,41.850525,7.9796667,15.690336,99.03208
Mauritius,MUS,1972,72.24258,357.4037,107.872894,124.745804,32.387844,48.472614,4.399942,16.897997,80.49885
Mauritius,MUS,1973,83.49655,369.02167,80.17945,126.46907,42.31807,49.275677,10.400692,11.580143,101.19169
Mauritius,MUS,1974,81.54115,369.5787,98.08762,86.591484,41.656418,53.110188,8.978869,15.084927,95.84944
Mauritius,MUS,1975,79.90159,458.53174,89.599495,83.93133,47.055355,55.860485,10.7711935,18.173203,96.574974
Mauritius,MUS,1976,77.30669,465.0708,81.102036,65.71036,52.1379,57.875435,8.782734,32.428608,94.897354
Mauritius,MUS,1977,71.760345,498.84012,80.626816,62.79715,52.68457,50.950733,7.21285,24.82566,102.31452
Mauritius,MUS,1978,74.08345,465.37894,70.263054,51.942142,56.35792,48.434532,9.961218,26.644169,77.41616
Mauritius,MUS,1979,83.348816,495.59305,62.740242,51.5651,50.88593,60.42548,10.442427,23.77845,83.34149
Mauritius,MUS,1980,73.46974,535.01025,56.370907,52.859898,43.917076,51.366848,4.9901886,9.999863,68.56228
Mauritius,MUS,1981,95.07497,560.58813,59.882824,45.562946,41.373245,35.54163,2.8449228,12.342702,70.951614
Mauritius,MUS,1982,88.209465,623.52936,73.91641,44.59328,60.842396,31.23024,3.5210314,9.870109,78.093704
Mauritius,MUS,1983,76.17044,522.9044,49.261074,30.792263,45.72099,26.578125,3.0746925,10.933831,84.51143
Mauritius,MUS,1984,79.78934,540.3692,47.648594,29.18116,42.606907,25.341198,14.219884,9.57951,77.58762
Mauritius,MUS,1985,80.65588,537.0699,50.571674,28.965544,47.14052,31.187824,11.831953,11.044161,83.59134
Mauritius,MUS,1986,81.44112,500.1836,42.985153,25.13213,46.612953,32.274452,3.3503835,12.1281395,62.291397
Mauritius,MUS,1987,80.116516,500.8411,33.02137,20.365463,42.68375,35.57453,16.45885,15.5691395,60.456924
Mauritius,MUS,1988,80.84058,460.65027,37.24169,27.465982,44.052563,37.444317,19.569185,19.18982,77.17062
Mauritius,MUS,1989,80.30652,480.21466,39.952827,29.44419,42.448967,36.22436,17.502642,14.914382,67.00338
Mauritius,MUS,1990,85.26873,434.46497,44.10861,23.60308,38.544266,33.685413,16.939802,17.8889,57.23945
Mauritius,MUS,1991,78.072525,432.4881,41.418705,18.358234,41.637405,36.12719,16.50471,17.378569,57.474937
Mauritius,MUS,1992,85.193054,410.0675,37.26523,20.10348,43.080395,31.273317,17.4178,12.436717,60.303997
Mauritius,MUS,1993,78.59813,460.1378,37.459873,23.73855,41.82839,32.61296,15.375965,13.617927,50.786922
Mauritius,MUS,1994,86.80696,433.24588,42.36265,18.824581,41.603844,34.442043,13.5996685,11.376779,57.469383
Mauritius,MUS,1995,77.91039,410.01056,39.515003,19.29717,44.348953,37.04516,15.198535,13.650017,51.629936
Mauritius,MUS,1996,77.8652,422.84732,29.877125,16.573008,41.226963,32.38089,16.431696,13.210013,45.732162
Mauritius,MUS,1997,74.62095,455.5756,32.91406,17.96571,40.75738,30.465889,12.529368,11.056004,44.76633
Mauritius,MUS,1998,82.298645,455.8709,30.326286,11.418874,40.106045,29.25965,15.86715,10.618573,56.67535
Mauritius,MUS,1999,81.38067,441.86182,30.82267,12.0124855,40.418713,30.94637,17.45671,12.381965,56.531525
Mauritius,MUS,2000,75.8471,431.32642,27.931637,13.429857,41.62817,28.572474,14.558738,12.225726,51.669662
Mauritius,MUS,2001,89.6597,410.1411,24.836897,10.398555,43.688892,31.265337,11.689735,13.507742,49.993507
Mauritius,MUS,2002,82.73054,435.1131,24.890047,11.589477,38.501728,31.396603,13.234515,13.277616,44.518513
Mauritius,MUS,2003,86.474045,437.874,19.780186,11.202828,37.915367,30.101904,10.066901,15.843854,52.437935
Mauritius,MUS,2004,87.31317,417.7795,20.318287,12.143988,39.53464,32.681225,10.528192,14.787319,43.848507
Mauritius,MUS,2005,78.547386,306.8499,20.136368,13.9728985,33.584614,28.749844,11.74386,13.033466,51.43098
Mauritius,MUS,2006,79.038155,307.61,16.959656,20.464155,41.572388,27.06663,14.538428,16.733232,45.928852
Mauritius,MUS,2007,79.88166,278.2987,13.774183,13.388382,34.75801,28.760658,13.398394,13.80971,39.176243
Mauritius,MUS,2008,87.14071,274.34708,12.258724,18.638514,35.412586,30.937084,10.617659,15.630422,39.565533
Mauritius,MUS,2009,82.43695,248.82373,20.663494,16.400019,33.419502,29.696077,11.378382,15.890045,41.438374
Mauritius,MUS,2010,79.9924,237.44102,22.206486,20.840185,30.217583,31.68362,11.31004,15.250579,40.643456
Mauritius,MUS,2011,76.39228,223.7156,20.597414,22.621677,26.269114,31.582035,12.0528755,14.951348,37.8927
Mauritius,MUS,2012,80.34895,224.31795,18.710508,23.578554,24.873531,25.624062,11.023858,12.000488,41.8158
Mauritius,MUS,2013,83.987915,207.79301,18.486958,23.098785,24.810068,26.037584,10.898338,15.459941,41.782333
Mauritius,MUS,2014,79.83616,211.42644,20.23288,17.582607,23.54335,28.181753,11.281588,13.404791,46.19772
Mauritius,MUS,2021,77.40999,235.69098,60.416412,18.839867,27.995596,20.805037,11.654685,19.009274,54.79068
Mauritius,MUS,2020,80.112,190.09956,13.312535,21.23793,28.56894,22.470072,12.828618,16.343441,57.762756
Mauritius,MUS,2019,82.16489,210.38913,20.608568,21.580597,25.60057,24.18331,11.643009,17.888441,66.575294
Mauritius,MUS,2018,79.97622,233.79774,21.398218,17.538279,21.802841,27.995926,10.709826,15.409909,57.797115
Mauritius,MUS,2017,83.42279,207.87894,18.757084,17.45953,22.600115,27.38581,11.788816,15.368462,50.186554
Mauritius,MUS,2016,78.77531,232.70496,16.81938,18.504055,22.758158,27.45095,8.982929,16.270996,43.960876
Mauritius,MUS,2015,81.24965,217.66331,19.398659,16.374422,22.267843,27.360493,10.334769,16.113434,42.59936
Mayotte,MYT,2012,60.880184,77.675354,3.622044,12.992813,4.264377,19.924572,1.9704382,15.133182,10.414133
Mayotte,MYT,2013,55.477028,73.03217,3.546126,8.729423,4.7129683,10.461989,1.9753608,15.632937,13.430798
Mayotte,MYT,2014,65.873276,113.850624,8.361617,12.83646,9.184874,21.962767,0.49194437,12.280765,14.629716
Mayotte,MYT,2016,74.23044,124.28148,8.402588,18.81635,6.484474,20.957815,4.403508,22.244133,21.386288
Mayotte,MYT,2015,67.60438,130.09166,5.283672,14.389409,11.498866,17.6343,1.8481547,16.63762,13.423324
Mexico,MEX,1955,53.829605,207.53175,175.70515,340.085,104.77455,50.601982,44.92086,22.599417,25.690426
Mexico,MEX,1956,59.0409,211.11575,156.43506,301.8946,101.681076,49.419643,43.631252,20.260921,26.389282
Mexico,MEX,1957,65.07936,216.73924,184.417,318.65128,102.163345,50.1471,41.956463,21.877542,30.722979
Mexico,MEX,1958,67.01672,186.12761,186.39607,309.9751,100.78995,49.022846,41.823162,20.590813,28.696106
Mexico,MEX,1959,66.435745,188.20663,159.23961,263.6465,107.780334,46.515503,44.663795,20.03326,27.46046
Mexico,MEX,1960,67.39838,209.02174,170.68356,240.53955,107.142265,45.59799,42.24861,19.234516,26.984015
Mexico,MEX,1961,66.34453,202.94255,146.36403,205.52086,102.91453,44.95525,38.826885,17.836117,23.531391
Mexico,MEX,1962,65.04781,198.52744,125.06994,184.57132,99.03978,44.329563,35.563538,16.538284,20.37557
Mexico,MEX,1963,67.474556,148.90918,166.56937,165.65211,99.89376,50.869946,29.881727,16.052797,27.515276
Mexico,MEX,1964,68.48377,148.92184,131.93037,158.36006,98.811226,54.319645,30.093729,16.624205,24.89592
Mexico,MEX,1965,68.91835,143.41135,139.78401,144.24814,97.419235,54.12753,27.71767,15.578714,27.82429
Mexico,MEX,1966,67.63374,144.44745,143.04897,142.55453,97.889885,54.46507,26.953514,15.264982,28.582554
Mexico,MEX,1967,65.50292,140.94,126.06461,135.71397,95.9225,54.356594,27.920803,14.913802,26.759789
Mexico,MEX,1968,64.16646,147.08873,160.26355,78.05774,161.28966,56.581963,26.783386,15.220766,39.428436
Mexico,MEX,1969,71.815315,201.55617,143.28049,172.07231,99.74543,26.779472,14.84671,14.860905,35.16793
Mexico,MEX,1970,72.205315,200.43263,164.16463,177.3778,95.78145,25.827124,24.987185,15.034525,33.708267
Mexico,MEX,1971,69.73178,187.14952,129.07224,161.55139,92.194084,24.013395,21.99574,14.776876,33.35367
Mexico,MEX,1972,70.28106,209.29271,125.738754,169.08781,90.58239,31.601482,20.461575,14.369201,33.711746
Mexico,MEX,1973,69.239235,215.57741,130.20183,145.91228,87.42131,49.582912,18.161028,13.957061,34.308525
Mexico,MEX,1974,69.73484,213.29837,106.833176,127.70217,82.73398,61.80312,33.82058,13.870107,33.02454
Mexico,MEX,1975,69.58134,215.20943,98.32016,119.747444,80.99274,55.066933,26.449125,14.748684,35.990753
Mexico,MEX,1976,70.5563,216.33768,112.22953,119.23451,76.77034,48.66288,25.015438,14.613571,38.77871
Mexico,MEX,1977,72.28753,208.3762,82.24105,114.24923,76.59022,48.9053,27.570024,14.816168,37.780277
Mexico,MEX,1978,71.08235,204.0462,73.611694,95.68007,75.336655,49.13052,26.13652,16.138193,37.810413
Mexico,MEX,1979,74.27394,203.49728,65.722176,90.41804,80.05755,55.55736,27.603619,17.330286,39.07083
Mexico,MEX,1980,73.12499,204.89027,64.93377,87.61765,80.675514,88.16691,27.432655,17.972681,42.59748
Mexico,MEX,1981,80.65914,218.83594,58.767067,77.876144,84.31323,98.008194,25.245338,17.820751,45.56223
Mexico,MEX,1982,82.82186,211.15274,49.671024,75.29731,86.662506,92.5906,25.78431,19.293266,45.22633
Mexico,MEX,1983,88.18811,220.59953,48.539867,79.27501,90.89873,81.8282,24.805405,20.20069,50.511337
Mexico,MEX,1984,77.98211,184.4416,44.31747,71.29479,77.43661,75.91848,23.567532,18.343523,43.170055
Mexico,MEX,1985,88.435616,206.08884,45.59577,69.46187,79.825485,73.197815,26.375467,18.452105,48.043373
Mexico,MEX,1986,89.52489,198.66913,38.313778,65.59401,75.6099,69.8559,27.445444,17.9746,44.00542
Mexico,MEX,1987,91.81689,198.39351,36.73892,66.9459,73.91177,67.845406,26.941341,19.102625,41.308853
Mexico,MEX,1988,93.81062,205.73763,35.500298,62.093037,73.6224,64.89467,25.209614,19.444294,44.12195
Mexico,MEX,1989,93.96734,206.29195,37.857563,57.677635,71.373474,60.670853,24.89408,19.092731,45.553886
Mexico,MEX,1990,92.26542,202.35829,37.07569,56.00437,70.87975,57.9308,23.269133,17.789257,44.143795
Mexico,MEX,1991,91.58601,198.62155,32.600086,44.558643,70.78096,55.480778,23.200825,17.034678,42.200207
Mexico,MEX,1992,92.75467,207.53027,33.887775,39.677658,71.70134,54.630547,25.109997,17.537138,42.686985
Mexico,MEX,1993,92.50992,209.12819,33.700283,37.714657,74.0779,51.813633,23.973886,17.795013,44.856483
Mexico,MEX,1994,93.10428,214.38768,34.263588,31.978775,72.524475,51.39817,23.241339,17.855856,44.15373
Mexico,MEX,1995,93.32197,213.63249,35.174564,30.828552,72.14509,47.99918,22.623629,17.473022,45.32448
Mexico,MEX,1996,84.91561,174.32474,30.416552,25.839554,64.6005,44.107708,20.862785,16.085802,37.76317
Mexico,MEX,1997,84.358025,171.16386,28.611994,23.50126,65.24955,43.853523,19.616035,16.233736,37.44753
Mexico,MEX,1998,83.9445,161.38219,23.688047,28.09426,64.99849,42.102184,19.306734,17.247335,37.534534
Mexico,MEX,1999,83.01301,154.70502,22.373901,25.409649,63.094513,41.533478,17.403244,15.847129,38.249
Mexico,MEX,2000,82.39669,148.44194,19.451471,23.832417,61.93515,40.210228,15.6379595,15.38788,35.3768
Mexico,MEX,2001,81.0361,145.15854,17.580637,23.286415,60.73623,38.87343,14.967627,14.822043,33.992477
Mexico,MEX,2002,81.91664,146.36617,17.53219,22.797167,60.866707,38.233143,14.524459,14.60411,34.485535
Mexico,MEX,2003,81.430534,146.15749,17.42757,22.465513,60.727253,37.462135,14.560493,14.808847,34.84735
Mexico,MEX,2004,80.224266,140.80455,17.432842,20.848162,58.946224,36.195217,13.522859,13.821446,33.920353
Mexico,MEX,2005,79.94783,141.12323,17.951248,20.859188,59.378284,36.495396,13.989844,14.618111,34.848637
Mexico,MEX,2006,78.49392,135.96442,17.732227,20.20248,57.23323,36.158855,14.161815,13.980645,32.126358
Mexico,MEX,2007,76.10285,137.19206,16.182835,19.395796,57.05288,36.88597,12.143698,13.713283,32.413673
Mexico,MEX,2008,77.08761,142.37584,16.657179,19.59754,58.263397,36.606903,17.273401,14.078091,33.22386
Mexico,MEX,2009,75.039696,140.79497,19.323446,17.744457,57.425224,35.15282,21.435083,13.955775,32.6614
Mexico,MEX,2010,74.60348,145.59187,17.603289,17.446543,57.455173,33.456184,25.76082,13.995746,34.4036
Mexico,MEX,2011,73.400734,139.90466,16.418156,17.597692,56.54862,31.486576,26.302998,13.391856,30.682314
Mexico,MEX,2012,73.17714,139.41682,16.576612,17.31277,56.41597,31.624233,24.70523,12.984752,29.91913
Mexico,MEX,2013,71.06228,138.5737,17.187035,17.523281,55.9896,29.817286,22.57351,13.187295,30.79576
Mexico,MEX,2014,72.524925,143.3141,19.64569,15.620682,54.579025,29.03028,20.307161,13.927891,30.682566
Mexico,MEX,2020,71.432076,198.48056,208.58951,14.641942,55.635605,23.717703,31.411165,13.78091,28.595665
Mexico,MEX,2019,71.76023,151.37212,25.521212,16.522701,56.939438,25.110632,31.950169,13.609854,29.201712
Mexico,MEX,2018,71.603935,150.48657,23.97034,15.472046,56.296528,26.164906,31.710056,13.371573,29.15201
Mexico,MEX,2017,72.36853,148.6703,19.39117,13.9673815,57.19589,28.174868,29.2178,12.866915,29.51231
Mexico,MEX,2016,73.04069,148.83333,19.702171,14.322897,58.479286,29.555317,23.65239,13.286479,30.975277
Mexico,MEX,2015,72.46186,146.46335,17.840805,14.837211,56.41738,29.711975,20.917757,14.044053,30.767918
Moldova,MDA,1981,101.41826,622.7661,44.481804,26.51542,96.82637,80.37971,29.826273,13.763635,56.388878
Moldova,MDA,1982,101.15973,585.8837,44.260292,25.717604,96.89468,79.76381,30.384415,13.829744,52.630154
Moldova,MDA,1985,106.36277,635.8196,41.165257,19.915892,119.42083,78.45501,28.462883,13.395351,66.6603
Moldova,MDA,1986,114.14697,549.2547,31.766617,17.576223,94.12632,69.774605,24.82413,10.205322,51.04689
Moldova,MDA,1987,117.69002,543.8546,28.432716,14.414159,88.534424,64.73716,22.863697,9.037806,46.16068
Moldova,MDA,1988,120.222496,537.8398,26.887274,12.6862135,86.901375,71.94498,24.589973,7.221644,48.550484
Moldova,MDA,1989,128.78082,481.0816,20.490162,13.250565,83.52325,74.55137,25.953827,9.188117,43.904152
Moldova,MDA,1990,128.41296,438.83194,22.544422,11.506164,90.17742,71.24081,24.456038,10.65849,42.126854
Moldova,MDA,1991,130.41359,452.49698,21.287659,12.22009,99.21019,78.30636,26.215849,11.178288,40.642757
Moldova,MDA,1992,127.31134,410.60532,18.1846,11.98872,89.16507,68.83941,49.9625,9.970438,36.319317
Moldova,MDA,1993,129.39954,441.6273,22.108168,12.328452,87.02326,65.02021,34.17614,11.688842,35.976875
Moldova,MDA,1994,131.98894,508.85925,29.69936,18.649563,107.31338,72.93146,32.900658,15.108091,43.894264
Moldova,MDA,1995,127.011505,566.9952,31.615803,16.715324,110.15063,72.22042,35.279648,16.835299,45.803017
Moldova,MDA,1996,125.49155,594.26294,31.212011,19.277178,98.405876,64.4434,31.327206,19.431292,44.43297
Moldova,MDA,1997,122.61379,618.71606,31.17677,17.985826,98.68711,64.53723,30.317673,17.041498,47.363663
Moldova,MDA,1998,121.49314,579.2958,25.738352,17.908916,90.73854,58.85758,27.078743,16.029663,44.226936
Moldova,MDA,1999,116.87417,620.42316,28.35689,19.623661,91.86282,54.348953,26.70021,14.171904,47.459496
Moldova,MDA,2000,115.33953,622.2433,28.588179,22.123375,95.516975,52.841213,25.92591,14.383283,44.629036
Moldova,MDA,2001,117.36353,606.7653,25.676708,18.720135,100.89733,58.467857,27.191366,12.675669,41.849617
Moldova,MDA,2002,120.26425,631.42584,25.132809,19.991951,99.531975,57.584038,24.911242,16.52826,49.505867
Moldova,MDA,2003,121.90646,639.7061,27.828764,19.83351,101.9294,59.99392,24.581745,15.81352,51.52611
Moldova,MDA,2004,123.705696,602.2935,24.425663,21.346476,103.05412,59.500237,22.163269,16.445236,42.57066
Moldova,MDA,2005,126.25613,641.1342,29.232735,22.456467,112.64139,63.180527,23.06959,18.544556,46.770664
Moldova,MDA,2006,129.9758,587.7414,27.116095,20.199177,105.63255,58.906193,22.650915,17.793594,41.557392
Moldova,MDA,2007,126.25205,561.41705,27.663872,20.416025,100.079475,58.386612,20.051548,20.16129,38.010338
Moldova,MDA,2008,128.30621,537.07874,26.283474,19.438112,93.41894,54.11355,21.94248,17.755226,34.771072
Moldova,MDA,2009,130.94437,535.70685,25.362146,19.654402,95.22316,51.848442,21.594543,19.912722,31.77375
Moldova,MDA,2010,128.94598,549.06616,24.056143,18.453705,99.80342,55.662884,22.515936,20.932104,34.565853
Moldova,MDA,2011,126.5723,497.96136,18.586235,16.5834,80.68437,47.94724,17.171421,13.1194935,27.166634
Moldova,MDA,2012,126.551636,494.1437,19.425722,14.72391,81.54793,46.791252,18.945856,14.050532,21.851889
Moldova,MDA,2013,126.17642,469.51602,18.797297,12.042375,73.34469,39.851334,19.46177,12.715096,20.67299
Moldova,MDA,2014,128.02942,477.67337,22.816885,12.696542,78.14973,45.13958,18.187632,15.456184,17.41729
Moldova,MDA,2018,121.688896,415.06583,21.647503,10.338105,68.91959,33.965107,14.546318,11.615362,12.983285
Moldova,MDA,2017,123.25082,422.1156,19.49158,9.980596,63.87583,34.086395,14.555904,11.271561,15.798005
Moldova,MDA,2016,127.62647,442.2106,22.587141,11.247033,78.05087,41.313957,17.283468,11.849855,16.065762
Moldova,MDA,2015,128.43277,474.75012,23.759733,11.93785,80.6232,41.00338,17.422644,15.404813,18.30823
Mongolia,MNG,1994,223.37823,414.2088,79.80743,40.368694,75.30637,,,18.273981,37.224136
Mongolia,MNG,2021,186.30095,299.76294,125.41706,10.919838,45.20105,43.71367,21.68555,36.2713,17.804384
Mongolia,MNG,2020,191.2919,256.00702,12.156018,11.446534,44.963753,42.351395,21.141457,31.013346,14.293306
Mongolia,MNG,2019,213.21913,275.33026,16.144283,13.748452,50.068348,44.60712,21.240997,34.232807,17.88535
Mongolia,MNG,2018,207.2651,307.56705,14.990862,11.59257,52.53646,45.298717,21.438442,36.868114,18.072104
Mongolia,MNG,2017,201.97409,289.47183,11.281931,11.318559,52.42117,45.484043,20.880198,27.326008,15.80026
Mongolia,MNG,2016,224.11119,312.3613,15.014419,17.344582,58.612675,41.907024,21.050705,25.658304,14.259608
Montenegro,MNE,2000,111.79912,383.9554,4.819484,1.7623457,14.727762,,,6.6631937,23.246601
Montenegro,MNE,2001,113.66494,376.14197,4.2827067,1.40222,13.910052,,,8.14668,30.787191
Montenegro,MNE,2002,124.825485,353.76505,3.8331072,1.490556,17.23481,,,8.607181,27.550652
Montenegro,MNE,2003,122.1188,368.25824,4.712469,2.7772043,16.814894,,,7.120341,29.405378
Montenegro,MNE,2004,119.12008,372.6537,4.271458,1.689859,15.523969,,,10.633828,23.687614
Montenegro,MNE,2005,122.78628,379.34146,4.8727775,1.7942498,15.294948,12.563852,19.822878,6.686988,23.631382
Montenegro,MNE,2006,115.37551,401.14926,5.9084826,1.5728353,16.265907,,,5.1124372,24.00621
Montenegro,MNE,2007,110.14506,387.3196,4.3029037,1.7987919,15.595887,15.552566,16.462503,5.2958236,23.065983
Montenegro,MNE,2008,103.87294,344.68323,3.4405391,0.89160496,15.280932,12.676651,19.209627,7.910156,24.488691
Montenegro,MNE,2009,99.46932,348.39017,5.2556667,0.77623856,16.138504,15.570871,15.438047,6.1520576,24.410542
Montenegro,MNE,2019,113.9906,131.54285,8.453225,3.5711925,14.253455,13.739784,5.2071123,15.565095,18.978937
Montenegro,MNE,2017,121.85747,182.72118,3.38513,4.569826,16.027752,18.621145,8.284016,14.254107,18.798216
Netherlands,NLD,1950,158.14076,333.98767,38.811474,35.112583,26.974598,30.946272,6.4960794,27.464062,16.466309
Netherlands,NLD,1951,158.55954,333.31702,52.69799,32.08175,25.629736,30.461575,7.6677217,23.15543,16.463741
Netherlands,NLD,1952,158.5807,332.0264,41.91476,25.22601,25.01707,30.767307,7.119824,19.730026,16.256048
Netherlands,NLD,1953,156.737,342.339,47.17154,21.13133,25.838072,50.378105,7.265638,20.285477,15.002125
Netherlands,NLD,1954,159.36285,346.26135,30.082762,18.200005,25.20176,35.065933,6.73845,20.134016,15.215007
Netherlands,NLD,1955,156.60721,353.70312,34.529438,17.140667,25.075869,35.66344,6.4582453,19.87293,16.790915
Netherlands,NLD,1956,158.54697,368.01874,35.204185,15.517987,24.488602,36.030064,6.2386136,19.452106,16.348745
Netherlands,NLD,1957,157.15704,342.8073,35.170673,13.799696,25.474304,38.066006,6.7792444,18.00615,16.443398
Netherlands,NLD,1958,159.49223,343.97787,29.031939,13.21458,24.873747,35.265495,7.0893803,16.304089,18.959505
Netherlands,NLD,1959,158.21808,331.93442,34.577805,13.290673,25.507795,36.46333,7.336207,16.195065,18.974676
Netherlands,NLD,1960,161.49335,330.09955,34.616158,10.490408,23.143158,37.05315,6.96279,14.46496,19.100433
Netherlands,NLD,1961,162.36867,332.97256,18.798082,10.6410675,22.790623,39.48942,6.9538536,14.64707,17.752703
Netherlands,NLD,1962,161.74733,350.23785,23.489826,9.84574,22.591143,41.84909,6.8737106,16.30328,19.768793
Netherlands,NLD,1963,165.9327,344.68906,26.59216,9.206956,23.127192,39.513924,6.486695,16.709024,21.695086
Netherlands,NLD,1964,168.44418,324.09894,13.465253,8.514686,22.304874,41.635418,6.8847947,16.46865,18.850193
Netherlands,NLD,1965,167.47021,334.6094,17.66981,8.312912,22.827713,42.86564,7.152288,16.542112,20.96748
Netherlands,NLD,1966,169.75204,325.86987,21.004921,8.234137,23.31236,45.482635,7.3991337,16.563215,23.406984
Netherlands,NLD,1967,171.23979,316.05377,13.27718,7.872585,22.102314,46.54072,6.6080523,16.650858,21.644863
Netherlands,NLD,1968,176.1192,324.00528,19.119518,8.0260515,23.27659,45.865257,6.560654,17.680601,23.547956
Netherlands,NLD,1969,172.59639,325.55646,26.826927,6.9604135,23.24436,47.098694,7.7173257,16.167414,26.535425
Netherlands,NLD,1970,170.94696,331.08563,28.520464,6.6106277,22.326313,46.727467,8.334163,15.472523,23.910835
Netherlands,NLD,1971,169.83311,321.8384,20.999178,6.958674,23.165993,44.71972,8.554099,17.346947,24.714052
Netherlands,NLD,1972,170.77101,333.7685,26.50902,6.4721475,23.312363,43.14026,8.511456,15.014048,23.458746
Netherlands,NLD,1973,173.73239,310.32333,28.124825,5.652516,22.181398,41.60199,9.103223,13.388323,22.328663
Netherlands,NLD,1974,171.9347,301.29684,19.037764,5.6745076,22.178295,38.142555,9.710087,13.7109785,22.47605
Netherlands,NLD,1975,173.39018,302.1692,18.118444,5.618081,21.796972,35.84565,9.338921,17.04144,25.048143
Netherlands,NLD,1976,170.54291,300.05148,20.660273,4.949448,20.174013,35.54162,9.874792,13.085456,23.608099
Netherlands,NLD,1977,167.5981,281.39606,16.04838,4.5105686,18.625275,33.966385,9.660679,9.279784,23.98627
Netherlands,NLD,1978,171.57068,284.50275,19.19754,4.5557017,20.58442,31.311785,9.957405,11.263696,24.472767
Netherlands,NLD,1979,171.0269,276.38553,14.971191,3.8492975,22.24084,29.43425,10.666766,11.627815,21.64877
Netherlands,NLD,1980,169.55193,268.29214,15.089989,4.0326552,21.135075,27.186296,10.164014,11.020351,21.072443
Netherlands,NLD,1981,171.37924,266.37677,14.758154,3.6606803,21.557884,25.295675,10.073601,11.77714,21.065617
Netherlands,NLD,1982,169.59973,262.57462,16.196579,3.8807693,22.093742,24.616919,10.612057,12.344448,22.053839
Netherlands,NLD,1983,168.54274,256.19003,15.262726,3.9436984,21.39146,23.733541,11.6970415,12.556859,22.962116
Netherlands,NLD,1984,169.12872,254.63107,15.434987,3.906373,20.69498,22.692122,12.040514,12.350459,23.798159
Netherlands,NLD,1985,168.54198,254.12851,16.110119,3.8810027,20.211927,20.60535,10.978332,14.192257,25.189548
Netherlands,NLD,1986,169.46376,244.09978,16.78718,4.661361,20.137896,20.521246,10.728395,13.92276,26.516338
Netherlands,NLD,1987,171.72563,227.83647,12.126191,4.5833693,19.314594,19.435776,10.583711,13.954756,25.077122
Netherlands,NLD,1988,170.25435,224.89655,10.729213,4.6033607,19.374342,18.313105,9.902189,15.167369,25.84547
Netherlands,NLD,1989,167.70718,221.21997,14.110428,5.5158486,20.212288,19.786667,9.920816,15.918962,28.814756
Netherlands,NLD,1990,164.13705,216.74393,14.678543,5.974616,19.696491,18.678585,9.297851,16.279709,28.064245
Netherlands,NLD,1991,163.72491,213.65997,14.211096,6.4198112,19.754921,18.102154,10.306396,17.494608,27.87204
Netherlands,NLD,1992,162.55573,208.32849,12.920001,6.9407635,20.26468,17.796457,10.200774,19.70316,25.129547
Netherlands,NLD,1993,162.72473,215.46544,21.09731,7.916023,20.147142,16.652845,10.002563,20.873482,29.121868
Netherlands,NLD,1994,160.6738,202.21527,17.22539,7.409201,19.770096,16.710297,9.890076,23.340532,24.985842
Netherlands,NLD,1995,158.1508,200.39226,19.163733,7.9796906,19.623446,16.298098,9.661136,22.904013,26.950405
Netherlands,NLD,1996,159.15204,194.5295,19.952576,7.71119,19.942282,16.208918,10.006088,25.79989,26.996355
Netherlands,NLD,1997,156.29947,185.50452,20.126036,6.699115,19.139639,15.351962,10.044229,25.852144,26.577219
